K Value,Correct Ham,Correct Spam,Incorrect Ham,Incorrect Spam,Percentage Accuracy
5.800000000000001,314,145,0,41,0.918
5.8500000000000005,314,145,0,41,0.918
5.9,314,145,0,41,0.918
5.95,314,145,0,41,0.918
6.0,314,145,0,41,0.918
6.050000000000001,314,145,0,41,0.918
6.1000000000000005,314,145,0,41,0.918
6.15,314,145,0,41,0.918
6.2,314,145,0,41,0.918
6.25,313,145,0,42,0.916
6.300000000000001,313,145,0,42,0.916
6.3500000000000005,313,145,0,42,0.916
6.4,313,145,0,42,0.916
6.45,313,145,0,42,0.916
6.5,313,145,0,42,0.916
6.550000000000001,313,145,0,42,0.916
6.6000000000000005,313,145,0,42,0.916
6.65,313,145,0,42,0.916
6.7,313,145,0,42,0.916
6.75,313,145,0,42,0.916
6.800000000000001,313,145,0,42,0.916
6.8500000000000005,313,145,0,42,0.916
6.9,313,145,0,42,0.916
6.95,313,145,0,42,0.916
7.0,313,145,0,42,0.916
7.050000000000001,313,145,0,42,0.916
7.1000000000000005,313,145,0,42,0.916
7.15,313,145,0,42,0.916
7.2,313,145,0,42,0.916
7.25,313,145,0,42,0.916
7.300000000000001,313,145,0,42,0.916
7.3500000000000005,313,145,0,42,0.916
7.4,313,145,0,42,0.916
7.45,313,145,0,42,0.916
7.5,313,145,0,42,0.916
7.550000000000001,313,145,0,42,0.916
7.6000000000000005,313,145,0,42,0.916
7.65,313,145,0,42,0.916
7.7,313,145,0,42,0.916
7.75,313,145,0,42,0.916
7.800000000000001,313,145,0,42,0.916
7.8500000000000005,313,145,0,42,0.916
7.9,313,145,0,42,0.916
7.95,313,145,0,42,0.916
8.0,313,145,0,42,0.916
8.05,313,145,0,42,0.916
8.1,313,145,0,42,0.916
8.15,313,145,0,42,0.916
8.200000000000001,312,145,0,43,0.914
8.25,312,145,0,43,0.914
8.3,312,145,0,43,0.914
8.35,312,145,0,43,0.914
8.4,312,145,0,43,0.914
8.450000000000001,312,145,0,43,0.914
8.5,312,145,0,43,0.914
8.55,312,145,0,43,0.914
8.6,311,145,0,44,0.912
8.65,311,145,0,44,0.912
8.700000000000001,311,145,0,44,0.912
8.75,311,145,0,44,0.912
8.8,311,145,0,44,0.912
8.85,311,145,0,44,0.912
8.9,311,145,0,44,0.912
8.950000000000001,311,145,0,44,0.912
9.0,311,145,0,44,0.912
9.05,311,145,0,44,0.912
9.1,310,145,0,45,0.91
9.15,310,145,0,45,0.91
9.200000000000001,309,145,0,46,0.908
9.25,308,145,0,47,0.906
9.3,308,145,0,47,0.906
9.35,308,145,0,47,0.906
9.4,308,145,0,47,0.906
9.450000000000001,307,145,0,48,0.904
9.5,307,145,0,48,0.904
9.55,307,145,0,48,0.904
9.600000000000001,307,145,0,48,0.904
9.65,307,145,0,48,0.904
9.700000000000001,307,145,0,48,0.904
9.75,307,145,0,48,0.904
9.8,306,145,0,49,0.902
9.850000000000001,306,145,0,49,0.902
9.9,305,145,0,50,0.9
9.950000000000001,304,145,0,51,0.898
10.0,304,145,0,51,0.898
10.05,304,145,0,51,0.898
10.100000000000001,304,145,0,51,0.898
10.15,304,145,0,51,0.898
10.200000000000001,304,145,0,51,0.898
10.25,304,145,0,51,0.898
10.3,304,145,0,51,0.898
10.350000000000001,304,145,0,51,0.898
10.4,303,145,0,52,0.896
10.450000000000001,303,145,0,52,0.896
10.5,303,145,0,52,0.896
10.55,303,145,0,52,0.896
10.600000000000001,303,145,0,52,0.896
10.65,302,145,0,53,0.894
10.700000000000001,302,145,0,53,0.894
10.75,302,145,0,53,0.894
10.8,301,145,0,54,0.892
10.850000000000001,301,145,0,54,0.892
10.9,301,145,0,54,0.892
10.950000000000001,300,145,0,55,0.89
11.0,300,145,0,55,0.89
11.05,300,145,0,55,0.89
11.100000000000001,300,145,0,55,0.89
11.15,300,145,0,55,0.89
11.200000000000001,300,145,0,55,0.89
11.25,300,145,0,55,0.89
11.3,300,145,0,55,0.89
11.350000000000001,300,145,0,55,0.89
11.4,300,145,0,55,0.89
11.450000000000001,300,145,0,55,0.89
11.5,300,145,0,55,0.89
11.55,300,145,0,55,0.89
11.600000000000001,300,145,0,55,0.89
11.65,300,145,0,55,0.89
11.700000000000001,300,145,0,55,0.89
11.75,300,145,0,55,0.89
11.8,300,145,0,55,0.89
11.850000000000001,300,145,0,55,0.89
11.9,300,145,0,55,0.89
11.950000000000001,300,145,0,55,0.89
12.0,300,145,0,55,0.89
12.05,300,145,0,55,0.89
12.100000000000001,300,145,0,55,0.89
12.15,300,145,0,55,0.89
12.200000000000001,299,145,0,56,0.888
12.25,299,145,0,56,0.888
12.3,299,145,0,56,0.888
12.350000000000001,299,145,0,56,0.888
12.4,299,145,0,56,0.888
12.450000000000001,299,145,0,56,0.888
12.5,299,145,0,56,0.888
12.55,299,145,0,56,0.888
12.600000000000001,299,145,0,56,0.888
12.65,299,145,0,56,0.888
12.700000000000001,299,145,0,56,0.888
12.75,299,145,0,56,0.888
12.8,299,145,0,56,0.888
12.850000000000001,299,145,0,56,0.888
12.9,299,145,0,56,0.888
12.950000000000001,299,145,0,56,0.888
13.0,298,145,0,57,0.886
13.05,297,145,0,58,0.884
13.100000000000001,297,145,0,58,0.884
13.15,297,145,0,58,0.884
13.200000000000001,297,145,0,58,0.884
13.25,297,145,0,58,0.884
13.3,297,145,0,58,0.884
13.350000000000001,297,145,0,58,0.884
13.4,297,145,0,58,0.884
13.450000000000001,297,145,0,58,0.884
13.5,297,145,0,58,0.884
13.55,297,145,0,58,0.884
13.600000000000001,297,145,0,58,0.884
13.65,297,145,0,58,0.884
13.700000000000001,297,145,0,58,0.884
13.75,297,145,0,58,0.884
13.8,297,145,0,58,0.884
13.850000000000001,297,145,0,58,0.884
13.9,297,145,0,58,0.884
13.950000000000001,297,145,0,58,0.884
14.0,297,145,0,58,0.884
14.05,297,145,0,58,0.884
14.100000000000001,297,145,0,58,0.884
14.15,297,145,0,58,0.884
14.200000000000001,296,145,0,59,0.882
14.25,296,145,0,59,0.882
14.3,296,145,0,59,0.882
14.350000000000001,296,145,0,59,0.882
14.4,296,145,0,59,0.882
14.450000000000001,296,145,0,59,0.882
14.5,296,145,0,59,0.882
14.55,296,145,0,59,0.882
14.600000000000001,296,145,0,59,0.882
14.65,296,145,0,59,0.882
14.700000000000001,296,145,0,59,0.882
14.75,296,145,0,59,0.882
14.8,296,145,0,59,0.882
14.850000000000001,296,145,0,59,0.882
14.9,296,145,0,59,0.882
14.950000000000001,296,145,0,59,0.882
15.0,296,145,0,59,0.882
15.05,296,145,0,59,0.882
15.100000000000001,296,145,0,59,0.882
15.15,296,145,0,59,0.882
15.200000000000001,296,145,0,59,0.882
15.25,296,145,0,59,0.882
15.3,296,145,0,59,0.882
15.350000000000001,296,145,0,59,0.882
15.4,295,145,0,60,0.88
15.450000000000001,295,145,0,60,0.88
15.5,295,145,0,60,0.88
15.55,295,145,0,60,0.88
15.600000000000001,294,145,0,61,0.878
15.65,294,145,0,61,0.878
15.700000000000001,294,145,0,61,0.878
15.75,294,145,0,61,0.878
15.8,294,145,0,61,0.878
15.850000000000001,294,145,0,61,0.878
15.9,294,145,0,61,0.878
15.950000000000001,294,145,0,61,0.878
16.0,294,145,0,61,0.878
16.05,294,145,0,61,0.878
16.1,293,145,0,62,0.876
16.150000000000002,293,145,0,62,0.876
16.2,293,145,0,62,0.876
16.25,293,145,0,62,0.876
16.3,293,145,0,62,0.876
16.35,293,145,0,62,0.876
16.400000000000002,293,145,0,62,0.876
16.45,293,145,0,62,0.876
16.5,293,145,0,62,0.876
16.55,293,145,0,62,0.876
16.6,293,145,0,62,0.876
16.650000000000002,293,145,0,62,0.876
16.7,292,145,0,63,0.874
16.75,292,145,0,63,0.874
16.8,292,145,0,63,0.874
16.85,292,145,0,63,0.874
16.900000000000002,291,145,0,64,0.872
16.95,291,145,0,64,0.872
17.0,290,145,0,65,0.87
17.05,290,145,0,65,0.87
17.1,290,145,0,65,0.87
17.150000000000002,290,145,0,65,0.87
17.2,290,145,0,65,0.87
17.25,290,145,0,65,0.87
17.3,290,145,0,65,0.87
17.35,290,145,0,65,0.87
17.400000000000002,290,145,0,65,0.87
17.45,290,145,0,65,0.87
17.5,289,145,0,66,0.868
17.55,289,145,0,66,0.868
17.6,289,145,0,66,0.868
17.650000000000002,289,145,0,66,0.868
17.7,289,145,0,66,0.868
17.75,289,145,0,66,0.868
17.8,289,145,0,66,0.868
17.85,289,145,0,66,0.868
17.900000000000002,288,145,0,67,0.866
17.95,288,145,0,67,0.866
18.0,288,145,0,67,0.866
18.05,288,145,0,67,0.866
18.1,288,145,0,67,0.866
18.150000000000002,288,145,0,67,0.866
18.2,288,145,0,67,0.866
18.25,288,145,0,67,0.866
18.3,288,145,0,67,0.866
18.35,288,145,0,67,0.866
18.400000000000002,288,145,0,67,0.866
18.45,288,145,0,67,0.866
18.5,288,145,0,67,0.866
18.55,288,145,0,67,0.866
18.6,288,145,0,67,0.866
18.650000000000002,288,145,0,67,0.866
18.7,288,145,0,67,0.866
18.75,288,145,0,67,0.866
18.8,288,145,0,67,0.866
18.85,288,145,0,67,0.866
18.900000000000002,288,145,0,67,0.866
18.95,288,145,0,67,0.866
19.0,288,145,0,67,0.866
19.05,288,145,0,67,0.866
19.1,288,145,0,67,0.866
19.150000000000002,288,145,0,67,0.866
19.200000000000003,288,145,0,67,0.866
19.25,287,145,0,68,0.864
19.3,287,145,0,68,0.864
19.35,287,145,0,68,0.864
19.400000000000002,287,145,0,68,0.864
19.450000000000003,287,145,0,68,0.864
19.5,286,145,0,69,0.862
19.55,286,145,0,69,0.862
19.6,286,145,0,69,0.862
19.650000000000002,286,145,0,69,0.862
19.700000000000003,286,145,0,69,0.862
19.75,286,145,0,69,0.862
19.8,286,145,0,69,0.862
19.85,286,145,0,69,0.862
19.900000000000002,286,145,0,69,0.862
19.950000000000003,286,145,0,69,0.862
20.0,286,145,0,69,0.862
20.05,286,145,0,69,0.862
20.1,286,145,0,69,0.862
20.150000000000002,286,145,0,69,0.862
20.200000000000003,286,145,0,69,0.862
20.25,286,145,0,69,0.862
20.3,286,145,0,69,0.862
20.35,286,145,0,69,0.862
20.400000000000002,286,145,0,69,0.862
20.450000000000003,286,145,0,69,0.862
20.5,286,145,0,69,0.862
20.55,286,145,0,69,0.862
20.6,286,145,0,69,0.862
20.650000000000002,285,145,0,70,0.86
20.700000000000003,285,145,0,70,0.86
20.75,285,145,0,70,0.86
20.8,285,145,0,70,0.86
20.85,285,145,0,70,0.86
20.900000000000002,285,145,0,70,0.86
20.950000000000003,285,145,0,70,0.86
21.0,284,145,0,71,0.858
21.05,284,145,0,71,0.858
21.1,283,145,0,72,0.856
21.150000000000002,283,145,0,72,0.856
21.200000000000003,283,145,0,72,0.856
21.25,283,145,0,72,0.856
21.3,283,145,0,72,0.856
21.35,283,145,0,72,0.856
21.400000000000002,283,145,0,72,0.856
21.450000000000003,282,145,0,73,0.854
21.5,282,145,0,73,0.854
21.55,282,145,0,73,0.854
21.6,282,145,0,73,0.854
21.650000000000002,282,145,0,73,0.854
21.700000000000003,282,145,0,73,0.854
21.75,282,145,0,73,0.854
21.8,282,145,0,73,0.854
21.85,282,145,0,73,0.854
21.900000000000002,282,145,0,73,0.854
21.950000000000003,282,145,0,73,0.854
22.0,282,145,0,73,0.854
22.05,282,145,0,73,0.854
22.1,282,145,0,73,0.854
22.150000000000002,282,145,0,73,0.854
22.200000000000003,282,145,0,73,0.854
22.25,282,145,0,73,0.854
22.3,282,145,0,73,0.854
22.35,281,145,0,74,0.852
22.400000000000002,281,145,0,74,0.852
22.450000000000003,281,145,0,74,0.852
22.5,281,145,0,74,0.852
22.55,281,145,0,74,0.852
22.6,281,145,0,74,0.852
22.650000000000002,281,145,0,74,0.852
22.700000000000003,281,145,0,74,0.852
22.75,281,145,0,74,0.852
22.8,281,145,0,74,0.852
22.85,281,145,0,74,0.852
22.900000000000002,281,145,0,74,0.852
22.950000000000003,281,145,0,74,0.852
23.0,281,145,0,74,0.852
23.05,281,145,0,74,0.852
23.1,281,145,0,74,0.852
23.150000000000002,281,145,0,74,0.852
23.200000000000003,281,145,0,74,0.852
23.25,281,145,0,74,0.852
23.3,281,145,0,74,0.852
23.35,281,145,0,74,0.852
23.400000000000002,281,145,0,74,0.852
23.450000000000003,281,145,0,74,0.852
23.5,281,145,0,74,0.852
23.55,281,145,0,74,0.852
23.6,281,145,0,74,0.852
23.650000000000002,281,145,0,74,0.852
23.700000000000003,281,145,0,74,0.852
23.75,281,145,0,74,0.852
23.8,281,145,0,74,0.852
23.85,281,145,0,74,0.852
23.900000000000002,281,145,0,74,0.852
23.950000000000003,281,145,0,74,0.852
24.0,281,145,0,74,0.852
24.05,281,145,0,74,0.852
24.1,281,145,0,74,0.852
24.150000000000002,281,145,0,74,0.852
24.200000000000003,281,145,0,74,0.852
24.25,281,145,0,74,0.852
24.3,281,145,0,74,0.852
24.35,281,145,0,74,0.852
24.400000000000002,281,145,0,74,0.852
24.450000000000003,281,145,0,74,0.852
24.5,281,145,0,74,0.852
24.55,281,145,0,74,0.852
24.6,281,145,0,74,0.852
24.650000000000002,281,145,0,74,0.852
24.700000000000003,281,145,0,74,0.852
24.75,281,145,0,74,0.852
24.8,281,145,0,74,0.852
24.85,281,145,0,74,0.852
24.900000000000002,280,145,0,75,0.85
24.950000000000003,280,145,0,75,0.85
25.0,280,145,0,75,0.85
25.05,280,145,0,75,0.85
25.1,280,145,0,75,0.85
25.150000000000002,279,145,0,76,0.848
25.200000000000003,279,145,0,76,0.848
25.25,279,145,0,76,0.848
25.3,279,145,0,76,0.848
25.35,279,145,0,76,0.848
25.400000000000002,279,145,0,76,0.848
25.450000000000003,279,145,0,76,0.848
25.5,279,145,0,76,0.848
25.55,279,145,0,76,0.848
25.6,279,145,0,76,0.848
25.650000000000002,279,145,0,76,0.848
25.700000000000003,278,145,0,77,0.846
25.75,278,145,0,77,0.846
25.8,278,145,0,77,0.846
25.85,278,145,0,77,0.846
25.900000000000002,278,145,0,77,0.846
25.950000000000003,278,145,0,77,0.846
26.0,278,145,0,77,0.846
26.05,278,145,0,77,0.846
26.1,278,145,0,77,0.846
26.150000000000002,278,145,0,77,0.846
26.200000000000003,278,145,0,77,0.846
26.25,278,145,0,77,0.846
26.3,278,145,0,77,0.846
26.35,278,145,0,77,0.846
26.400000000000002,278,145,0,77,0.846
26.450000000000003,278,145,0,77,0.846
26.5,278,145,0,77,0.846
26.55,278,145,0,77,0.846
26.6,278,145,0,77,0.846
26.650000000000002,277,145,0,78,0.844
26.700000000000003,276,145,0,79,0.842
26.75,275,145,0,80,0.84
26.8,275,145,0,80,0.84
26.85,275,145,0,80,0.84
26.900000000000002,275,145,0,80,0.84
26.950000000000003,275,145,0,80,0.84
27.0,274,145,0,81,0.838
27.05,274,145,0,81,0.838
27.1,274,145,0,81,0.838
27.150000000000002,274,145,0,81,0.838
27.200000000000003,274,145,0,81,0.838
27.25,274,145,0,81,0.838
27.3,274,145,0,81,0.838
27.35,274,145,0,81,0.838
27.400000000000002,274,145,0,81,0.838
27.450000000000003,274,145,0,81,0.838
27.5,274,145,0,81,0.838
27.55,274,145,0,81,0.838
27.6,274,145,0,81,0.838
27.650000000000002,274,145,0,81,0.838
27.700000000000003,274,145,0,81,0.838
27.75,274,145,0,81,0.838
27.8,274,145,0,81,0.838
27.85,274,145,0,81,0.838
27.900000000000002,274,145,0,81,0.838
27.950000000000003,274,145,0,81,0.838
28.0,274,145,0,81,0.838
28.05,274,145,0,81,0.838
28.1,274,145,0,81,0.838
28.150000000000002,274,145,0,81,0.838
28.200000000000003,274,145,0,81,0.838
28.25,274,145,0,81,0.838
28.3,274,145,0,81,0.838
28.35,274,145,0,81,0.838
28.400000000000002,274,145,0,81,0.838
28.450000000000003,274,145,0,81,0.838
28.5,274,145,0,81,0.838
28.55,274,145,0,81,0.838
28.6,274,145,0,81,0.838
28.650000000000002,274,145,0,81,0.838
28.700000000000003,274,145,0,81,0.838
28.75,274,145,0,81,0.838
28.8,274,145,0,81,0.838
28.85,274,145,0,81,0.838
28.900000000000002,274,145,0,81,0.838
28.950000000000003,274,145,0,81,0.838
29.0,274,145,0,81,0.838
29.05,274,145,0,81,0.838
29.1,274,145,0,81,0.838
29.150000000000002,274,145,0,81,0.838
29.200000000000003,273,145,0,82,0.836
29.25,273,145,0,82,0.836
29.3,273,145,0,82,0.836
29.35,273,145,0,82,0.836
29.400000000000002,273,145,0,82,0.836
29.450000000000003,272,145,0,83,0.834
29.5,272,145,0,83,0.834
29.55,272,145,0,83,0.834
29.6,272,145,0,83,0.834
29.650000000000002,272,145,0,83,0.834
29.700000000000003,272,145,0,83,0.834
29.75,272,145,0,83,0.834
29.8,272,145,0,83,0.834
29.85,272,145,0,83,0.834
29.900000000000002,272,145,0,83,0.834
29.950000000000003,272,145,0,83,0.834
30.0,272,145,0,83,0.834
30.05,272,145,0,83,0.834
30.1,272,145,0,83,0.834
30.150000000000002,272,145,0,83,0.834
30.200000000000003,272,145,0,83,0.834
30.25,272,145,0,83,0.834
30.3,272,145,0,83,0.834
30.35,272,145,0,83,0.834
30.400000000000002,272,145,0,83,0.834
30.450000000000003,272,145,0,83,0.834
30.5,272,145,0,83,0.834
30.55,272,145,0,83,0.834
30.6,272,145,0,83,0.834
30.650000000000002,272,145,0,83,0.834
30.700000000000003,272,145,0,83,0.834
30.75,272,145,0,83,0.834
30.8,272,145,0,83,0.834
30.85,272,145,0,83,0.834
30.900000000000002,272,145,0,83,0.834
30.950000000000003,272,145,0,83,0.834
31.0,272,145,0,83,0.834
31.05,272,145,0,83,0.834
31.1,271,145,0,84,0.832
31.150000000000002,271,145,0,84,0.832
31.200000000000003,271,145,0,84,0.832
31.25,271,145,0,84,0.832
31.3,271,145,0,84,0.832
31.35,271,145,0,84,0.832
31.400000000000002,271,145,0,84,0.832
31.450000000000003,271,145,0,84,0.832
31.5,271,145,0,84,0.832
31.55,271,145,0,84,0.832
31.6,271,145,0,84,0.832
31.650000000000002,271,145,0,84,0.832
31.700000000000003,271,145,0,84,0.832
31.75,271,145,0,84,0.832
31.8,271,145,0,84,0.832
31.85,270,145,0,85,0.83
31.900000000000002,270,145,0,85,0.83
31.950000000000003,270,145,0,85,0.83
32.0,270,145,0,85,0.83
32.050000000000004,270,145,0,85,0.83
32.1,270,145,0,85,0.83
32.15,270,145,0,85,0.83
32.2,270,145,0,85,0.83
32.25,270,145,0,85,0.83
32.300000000000004,269,145,0,86,0.828
32.35,269,145,0,86,0.828
32.4,269,145,0,86,0.828
32.45,269,145,0,86,0.828
32.5,269,145,0,86,0.828
32.550000000000004,268,145,0,87,0.826
32.6,268,145,0,87,0.826
32.65,268,145,0,87,0.826
32.7,268,145,0,87,0.826
32.75,268,145,0,87,0.826
32.800000000000004,268,145,0,87,0.826
32.85,268,145,0,87,0.826
32.9,268,145,0,87,0.826
32.95,268,145,0,87,0.826
33.0,267,145,0,88,0.824
33.050000000000004,267,145,0,88,0.824
33.1,267,145,0,88,0.824
33.15,267,145,0,88,0.824
33.2,267,145,0,88,0.824
33.25,266,145,0,89,0.822
33.300000000000004,266,145,0,89,0.822
33.35,266,145,0,89,0.822
33.4,266,145,0,89,0.822
33.45,266,145,0,89,0.822
33.5,266,145,0,89,0.822
33.550000000000004,266,145,0,89,0.822
33.6,266,145,0,89,0.822
33.65,266,145,0,89,0.822
33.7,266,145,0,89,0.822
33.75,266,145,0,89,0.822
33.800000000000004,266,145,0,89,0.822
33.85,266,145,0,89,0.822
33.9,266,145,0,89,0.822
33.95,266,145,0,89,0.822
34.0,266,145,0,89,0.822
34.050000000000004,266,145,0,89,0.822
34.1,266,145,0,89,0.822
34.15,266,145,0,89,0.822
34.2,266,145,0,89,0.822
34.25,266,145,0,89,0.822
34.300000000000004,265,145,0,90,0.82
34.35,265,145,0,90,0.82
34.4,265,145,0,90,0.82
34.45,264,145,0,91,0.818
34.5,264,145,0,91,0.818
34.550000000000004,264,145,0,91,0.818
34.6,264,145,0,91,0.818
34.65,264,145,0,91,0.818
34.7,264,145,0,91,0.818
34.75,264,145,0,91,0.818
34.800000000000004,264,145,0,91,0.818
34.85,264,145,0,91,0.818
34.9,264,145,0,91,0.818
34.95,264,145,0,91,0.818
35.0,264,145,0,91,0.818
35.050000000000004,264,145,0,91,0.818
35.1,264,145,0,91,0.818
35.15,264,145,0,91,0.818
35.2,264,145,0,91,0.818
35.25,264,145,0,91,0.818
35.300000000000004,264,145,0,91,0.818
35.35,264,145,0,91,0.818
35.4,264,145,0,91,0.818
35.45,264,145,0,91,0.818
35.5,263,145,0,92,0.816
35.550000000000004,263,145,0,92,0.816
35.6,263,145,0,92,0.816
35.65,263,145,0,92,0.816
35.7,263,145,0,92,0.816
35.75,263,145,0,92,0.816
35.800000000000004,263,145,0,92,0.816
35.85,263,145,0,92,0.816
35.9,263,145,0,92,0.816
35.95,262,145,0,93,0.814
36.0,262,145,0,93,0.814
36.050000000000004,262,145,0,93,0.814
36.1,262,145,0,93,0.814
36.15,262,145,0,93,0.814
36.2,261,145,0,94,0.812
36.25,261,145,0,94,0.812
36.300000000000004,261,145,0,94,0.812
36.35,261,145,0,94,0.812
36.4,261,145,0,94,0.812
36.45,261,145,0,94,0.812
36.5,261,145,0,94,0.812
36.550000000000004,261,145,0,94,0.812
36.6,261,145,0,94,0.812
36.65,261,145,0,94,0.812
36.7,261,145,0,94,0.812
36.75,261,145,0,94,0.812
36.800000000000004,261,145,0,94,0.812
36.85,261,145,0,94,0.812
36.9,261,145,0,94,0.812
36.95,260,145,0,95,0.81
37.0,260,145,0,95,0.81
37.050000000000004,260,145,0,95,0.81
37.1,259,145,0,96,0.808
37.15,259,145,0,96,0.808
37.2,259,145,0,96,0.808
37.25,258,145,0,97,0.806
37.300000000000004,258,145,0,97,0.806
37.35,258,145,0,97,0.806
37.4,258,145,0,97,0.806
37.45,258,145,0,97,0.806
37.5,258,145,0,97,0.806
37.550000000000004,258,145,0,97,0.806
37.6,258,145,0,97,0.806
37.65,257,145,0,98,0.804
37.7,257,145,0,98,0.804
37.75,257,145,0,98,0.804
37.800000000000004,257,145,0,98,0.804
37.85,257,145,0,98,0.804
37.9,257,145,0,98,0.804
37.95,255,145,0,100,0.8
38.0,254,145,0,101,0.798
38.050000000000004,253,145,0,102,0.796
38.1,253,145,0,102,0.796
38.15,253,145,0,102,0.796
38.2,253,145,0,102,0.796
38.25,253,145,0,102,0.796
38.300000000000004,253,145,0,102,0.796
38.35,253,145,0,102,0.796
38.400000000000006,253,145,0,102,0.796
38.45,253,145,0,102,0.796
38.5,253,145,0,102,0.796
38.550000000000004,253,145,0,102,0.796
38.6,253,145,0,102,0.796
38.650000000000006,253,145,0,102,0.796
38.7,252,145,0,103,0.794
38.75,252,145,0,103,0.794
38.800000000000004,252,145,0,103,0.794
38.85,252,145,0,103,0.794
38.900000000000006,252,145,0,103,0.794
38.95,252,145,0,103,0.794
39.0,252,145,0,103,0.794
39.050000000000004,252,145,0,103,0.794
39.1,252,145,0,103,0.794
39.150000000000006,251,145,0,104,0.792
39.2,251,145,0,104,0.792
39.25,251,145,0,104,0.792
39.300000000000004,251,145,0,104,0.792
39.35,251,145,0,104,0.792
39.400000000000006,251,145,0,104,0.792
39.45,251,145,0,104,0.792
39.5,251,145,0,104,0.792
39.550000000000004,251,145,0,104,0.792
39.6,251,145,0,104,0.792
39.650000000000006,251,145,0,104,0.792
39.7,251,145,0,104,0.792
39.75,250,145,0,105,0.79
