K Value,Correct Ham,Correct Spam,Incorrect Ham,Incorrect Spam,Percentage Accuracy
39.800000000000004,250,145,0,105,0.79
39.85,249,145,0,106,0.788
39.900000000000006,249,145,0,106,0.788
39.95,249,145,0,106,0.788
40.0,249,145,0,106,0.788
40.050000000000004,249,145,0,106,0.788
40.1,249,145,0,106,0.788
40.150000000000006,249,145,0,106,0.788
40.2,249,145,0,106,0.788
40.25,249,145,0,106,0.788
40.300000000000004,249,145,0,106,0.788
40.35,249,145,0,106,0.788
40.400000000000006,248,145,0,107,0.786
40.45,248,145,0,107,0.786
40.5,248,145,0,107,0.786
40.550000000000004,248,145,0,107,0.786
40.6,248,145,0,107,0.786
40.650000000000006,248,145,0,107,0.786
40.7,248,145,0,107,0.786
40.75,248,145,0,107,0.786
40.800000000000004,248,145,0,107,0.786
40.85,248,145,0,107,0.786
40.900000000000006,248,145,0,107,0.786
40.95,248,145,0,107,0.786
41.0,248,145,0,107,0.786
41.050000000000004,247,145,0,108,0.784
41.1,247,145,0,108,0.784
41.150000000000006,247,145,0,108,0.784
41.2,247,145,0,108,0.784
41.25,247,145,0,108,0.784
41.300000000000004,247,145,0,108,0.784
41.35,247,145,0,108,0.784
41.400000000000006,247,145,0,108,0.784
41.45,247,145,0,108,0.784
41.5,247,145,0,108,0.784
41.550000000000004,247,145,0,108,0.784
41.6,247,145,0,108,0.784
41.650000000000006,247,145,0,108,0.784
41.7,247,145,0,108,0.784
41.75,247,145,0,108,0.784
41.800000000000004,246,145,0,109,0.782
41.85,246,145,0,109,0.782
41.900000000000006,246,145,0,109,0.782
41.95,246,145,0,109,0.782
42.0,246,145,0,109,0.782
42.050000000000004,246,145,0,109,0.782
42.1,246,145,0,109,0.782
42.150000000000006,246,145,0,109,0.782
42.2,246,145,0,109,0.782
42.25,246,145,0,109,0.782
42.300000000000004,245,145,0,110,0.78
42.35,245,145,0,110,0.78
42.400000000000006,245,145,0,110,0.78
42.45,245,145,0,110,0.78
42.5,245,145,0,110,0.78
42.550000000000004,245,145,0,110,0.78
42.6,245,145,0,110,0.78
42.650000000000006,245,145,0,110,0.78
42.7,244,145,0,111,0.778
42.75,244,145,0,111,0.778
42.800000000000004,244,145,0,111,0.778
42.85,244,145,0,111,0.778
42.900000000000006,244,145,0,111,0.778
42.95,244,145,0,111,0.778
43.0,244,145,0,111,0.778
43.050000000000004,244,145,0,111,0.778
43.1,243,145,0,112,0.776
43.150000000000006,243,145,0,112,0.776
43.2,243,145,0,112,0.776
43.25,243,145,0,112,0.776
43.300000000000004,242,145,0,113,0.774
43.35,242,145,0,113,0.774
43.400000000000006,242,145,0,113,0.774
43.45,242,145,0,113,0.774
43.5,242,145,0,113,0.774
43.550000000000004,242,145,0,113,0.774
43.6,242,145,0,113,0.774
43.650000000000006,242,145,0,113,0.774
43.7,242,145,0,113,0.774
43.75,242,145,0,113,0.774
43.800000000000004,242,145,0,113,0.774
43.85,242,145,0,113,0.774
43.900000000000006,240,145,0,115,0.77
43.95,240,145,0,115,0.77
44.0,240,145,0,115,0.77
44.050000000000004,240,145,0,115,0.77
44.1,240,145,0,115,0.77
44.150000000000006,240,145,0,115,0.77
44.2,240,145,0,115,0.77
44.25,240,145,0,115,0.77
44.300000000000004,240,145,0,115,0.77
44.35,240,145,0,115,0.77
44.400000000000006,240,145,0,115,0.77
44.45,240,145,0,115,0.77
44.5,240,145,0,115,0.77
44.550000000000004,240,145,0,115,0.77
44.6,240,145,0,115,0.77
44.650000000000006,240,145,0,115,0.77
44.7,240,145,0,115,0.77
44.75,240,145,0,115,0.77
44.800000000000004,240,145,0,115,0.77
44.85,240,145,0,115,0.77
44.900000000000006,240,145,0,115,0.77
44.95,240,145,0,115,0.77
45.0,240,145,0,115,0.77
45.050000000000004,240,145,0,115,0.77
45.1,240,145,0,115,0.77
45.150000000000006,240,145,0,115,0.77
45.2,239,145,0,116,0.768
45.25,238,145,0,117,0.766
45.300000000000004,238,145,0,117,0.766
45.35,238,145,0,117,0.766
45.400000000000006,238,145,0,117,0.766
45.45,238,145,0,117,0.766
45.5,238,145,0,117,0.766
45.550000000000004,238,145,0,117,0.766
45.6,238,145,0,117,0.766
45.650000000000006,238,145,0,117,0.766
45.7,238,145,0,117,0.766
45.75,238,145,0,117,0.766
45.800000000000004,238,145,0,117,0.766
45.85,238,145,0,117,0.766
45.900000000000006,238,145,0,117,0.766
45.95,238,145,0,117,0.766
46.0,238,145,0,117,0.766
46.050000000000004,237,145,0,118,0.764
46.1,237,145,0,118,0.764
46.150000000000006,237,145,0,118,0.764
46.2,237,145,0,118,0.764
46.25,237,145,0,118,0.764
46.300000000000004,237,145,0,118,0.764
46.35,237,145,0,118,0.764
46.400000000000006,237,145,0,118,0.764
46.45,237,145,0,118,0.764
46.5,236,145,0,119,0.762
46.550000000000004,235,145,0,120,0.76
46.6,235,145,0,120,0.76
46.650000000000006,235,145,0,120,0.76
46.7,235,145,0,120,0.76
46.75,235,145,0,120,0.76
46.800000000000004,235,145,0,120,0.76
46.85,235,145,0,120,0.76
46.900000000000006,235,145,0,120,0.76
46.95,235,145,0,120,0.76
47.0,235,145,0,120,0.76
47.050000000000004,235,145,0,120,0.76
47.1,235,145,0,120,0.76
47.150000000000006,235,145,0,120,0.76
47.2,235,145,0,120,0.76
47.25,235,145,0,120,0.76
47.300000000000004,235,145,0,120,0.76
47.35,235,145,0,120,0.76
47.400000000000006,234,145,0,121,0.758
47.45,234,145,0,121,0.758
47.5,234,145,0,121,0.758
47.550000000000004,234,145,0,121,0.758
47.6,234,145,0,121,0.758
47.650000000000006,234,145,0,121,0.758
47.7,234,145,0,121,0.758
47.75,234,145,0,121,0.758
47.800000000000004,234,145,0,121,0.758
47.85,234,145,0,121,0.758
47.900000000000006,234,145,0,121,0.758
47.95,234,145,0,121,0.758
48.0,234,145,0,121,0.758
48.050000000000004,234,145,0,121,0.758
48.1,234,145,0,121,0.758
48.150000000000006,234,145,0,121,0.758
48.2,234,145,0,121,0.758
48.25,234,145,0,121,0.758
48.300000000000004,233,145,0,122,0.756
48.35,233,145,0,122,0.756
48.400000000000006,233,145,0,122,0.756
48.45,233,145,0,122,0.756
48.5,233,145,0,122,0.756
48.550000000000004,233,145,0,122,0.756
48.6,233,145,0,122,0.756
48.650000000000006,233,145,0,122,0.756
48.7,233,145,0,122,0.756
48.75,233,145,0,122,0.756
48.800000000000004,233,145,0,122,0.756
48.85,233,145,0,122,0.756
48.900000000000006,233,145,0,122,0.756
48.95,232,145,0,123,0.754
49.0,232,145,0,123,0.754
49.050000000000004,231,145,0,124,0.752
49.1,231,145,0,124,0.752
49.150000000000006,231,145,0,124,0.752
49.2,231,145,0,124,0.752
49.25,231,145,0,124,0.752
49.300000000000004,230,145,0,125,0.75
49.35,230,145,0,125,0.75
49.400000000000006,230,145,0,125,0.75
49.45,230,145,0,125,0.75
49.5,230,145,0,125,0.75
49.550000000000004,230,145,0,125,0.75
49.6,230,145,0,125,0.75
49.650000000000006,230,145,0,125,0.75
49.7,230,145,0,125,0.75
49.75,230,145,0,125,0.75
49.800000000000004,230,145,0,125,0.75
49.85,229,145,0,126,0.748
49.900000000000006,229,145,0,126,0.748
49.95,229,145,0,126,0.748
50.0,229,145,0,126,0.748
50.050000000000004,228,145,0,127,0.746
50.1,228,145,0,127,0.746
50.150000000000006,227,145,0,128,0.744
50.2,227,145,0,128,0.744
50.25,227,145,0,128,0.744
50.300000000000004,226,145,0,129,0.742
50.35,226,145,0,129,0.742
50.400000000000006,226,145,0,129,0.742
50.45,226,145,0,129,0.742
50.5,226,145,0,129,0.742
50.550000000000004,226,145,0,129,0.742
50.6,226,145,0,129,0.742
50.650000000000006,226,145,0,129,0.742
50.7,226,145,0,129,0.742
50.75,226,145,0,129,0.742
50.800000000000004,226,145,0,129,0.742
50.85,226,145,0,129,0.742
50.900000000000006,226,145,0,129,0.742
50.95,226,145,0,129,0.742
51.0,226,145,0,129,0.742
51.050000000000004,225,145,0,130,0.74
51.1,225,145,0,130,0.74
51.150000000000006,225,145,0,130,0.74
51.2,225,145,0,130,0.74
51.25,225,145,0,130,0.74
51.300000000000004,225,145,0,130,0.74
51.35,225,145,0,130,0.74
51.400000000000006,225,145,0,130,0.74
51.45,225,145,0,130,0.74
51.5,225,145,0,130,0.74
51.550000000000004,225,145,0,130,0.74
51.6,225,145,0,130,0.74
51.650000000000006,225,145,0,130,0.74
51.7,225,145,0,130,0.74
51.75,225,145,0,130,0.74
51.800000000000004,224,145,0,131,0.738
51.85,224,145,0,131,0.738
51.900000000000006,224,145,0,131,0.738
51.95,224,145,0,131,0.738
52.0,224,145,0,131,0.738
52.050000000000004,224,145,0,131,0.738
52.1,224,145,0,131,0.738
52.150000000000006,224,145,0,131,0.738
52.2,224,145,0,131,0.738
52.25,224,145,0,131,0.738
52.300000000000004,224,145,0,131,0.738
52.35,224,145,0,131,0.738
52.400000000000006,224,145,0,131,0.738
52.45,224,145,0,131,0.738
52.5,224,145,0,131,0.738
52.550000000000004,224,145,0,131,0.738
52.6,224,145,0,131,0.738
52.650000000000006,224,145,0,131,0.738
52.7,224,145,0,131,0.738
52.75,224,145,0,131,0.738
52.800000000000004,224,145,0,131,0.738
52.85,224,145,0,131,0.738
52.900000000000006,224,145,0,131,0.738
52.95,224,145,0,131,0.738
53.0,224,145,0,131,0.738
53.050000000000004,224,145,0,131,0.738
53.1,224,145,0,131,0.738
53.150000000000006,224,145,0,131,0.738
53.2,224,145,0,131,0.738
53.25,224,145,0,131,0.738
53.300000000000004,224,145,0,131,0.738
53.35,224,145,0,131,0.738
53.400000000000006,224,145,0,131,0.738
53.45,224,145,0,131,0.738
53.5,224,145,0,131,0.738
53.550000000000004,224,145,0,131,0.738
53.6,224,145,0,131,0.738
53.650000000000006,224,145,0,131,0.738
53.7,224,145,0,131,0.738
53.75,224,145,0,131,0.738
53.800000000000004,224,145,0,131,0.738
53.85,223,145,0,132,0.736
53.900000000000006,223,145,0,132,0.736
53.95,223,145,0,132,0.736
54.0,223,145,0,132,0.736
54.050000000000004,222,145,0,133,0.734
54.1,222,145,0,133,0.734
54.150000000000006,222,145,0,133,0.734
54.2,222,145,0,133,0.734
54.25,222,145,0,133,0.734
54.300000000000004,222,145,0,133,0.734
54.35,222,145,0,133,0.734
54.400000000000006,222,145,0,133,0.734
54.45,222,145,0,133,0.734
54.5,222,145,0,133,0.734
54.550000000000004,222,145,0,133,0.734
54.6,222,145,0,133,0.734
54.650000000000006,221,145,0,134,0.732
54.7,221,145,0,134,0.732
54.75,221,145,0,134,0.732
54.800000000000004,221,145,0,134,0.732
54.85,221,145,0,134,0.732
54.900000000000006,221,145,0,134,0.732
54.95,221,145,0,134,0.732
55.0,221,145,0,134,0.732
55.050000000000004,221,145,0,134,0.732
55.1,221,145,0,134,0.732
55.150000000000006,221,145,0,134,0.732
55.2,221,145,0,134,0.732
55.25,221,145,0,134,0.732
55.300000000000004,221,145,0,134,0.732
55.35,221,145,0,134,0.732
55.400000000000006,221,145,0,134,0.732
55.45,221,145,0,134,0.732
55.5,221,145,0,134,0.732
55.550000000000004,221,145,0,134,0.732
55.6,221,145,0,134,0.732
55.650000000000006,221,145,0,134,0.732
55.7,221,145,0,134,0.732
55.75,221,145,0,134,0.732
55.800000000000004,221,145,0,134,0.732
55.85,221,145,0,134,0.732
55.900000000000006,221,145,0,134,0.732
55.95,221,145,0,134,0.732
56.0,221,145,0,134,0.732
56.050000000000004,221,145,0,134,0.732
56.1,221,145,0,134,0.732
56.150000000000006,221,145,0,134,0.732
56.2,221,145,0,134,0.732
56.25,220,145,0,135,0.73
56.300000000000004,220,145,0,135,0.73
56.35,220,145,0,135,0.73
56.400000000000006,220,145,0,135,0.73
56.45,220,145,0,135,0.73
56.5,220,145,0,135,0.73
56.550000000000004,220,145,0,135,0.73
56.6,220,145,0,135,0.73
56.650000000000006,220,145,0,135,0.73
56.7,220,145,0,135,0.73
56.75,220,145,0,135,0.73
56.800000000000004,220,145,0,135,0.73
56.85,219,145,0,136,0.728
56.900000000000006,219,145,0,136,0.728
56.95,219,145,0,136,0.728
57.0,219,145,0,136,0.728
57.050000000000004,219,145,0,136,0.728
57.1,219,145,0,136,0.728
57.150000000000006,219,145,0,136,0.728
57.2,219,145,0,136,0.728
57.25,219,145,0,136,0.728
57.300000000000004,219,145,0,136,0.728
57.35,219,145,0,136,0.728
57.400000000000006,219,145,0,136,0.728
57.45,219,145,0,136,0.728
57.5,219,145,0,136,0.728
57.550000000000004,219,145,0,136,0.728
57.6,219,145,0,136,0.728
57.650000000000006,219,145,0,136,0.728
57.7,219,145,0,136,0.728
57.75,219,145,0,136,0.728
57.800000000000004,219,145,0,136,0.728
57.85,219,145,0,136,0.728
57.900000000000006,219,145,0,136,0.728
57.95,219,145,0,136,0.728
58.0,219,145,0,136,0.728
58.050000000000004,219,145,0,136,0.728
58.1,219,145,0,136,0.728
58.150000000000006,218,145,0,137,0.726
58.2,218,145,0,137,0.726
58.25,218,145,0,137,0.726
58.300000000000004,218,145,0,137,0.726
58.35,218,145,0,137,0.726
58.400000000000006,218,145,0,137,0.726
58.45,218,145,0,137,0.726
58.5,218,145,0,137,0.726
58.550000000000004,218,145,0,137,0.726
58.6,218,145,0,137,0.726
58.650000000000006,218,145,0,137,0.726
58.7,218,145,0,137,0.726
58.75,218,145,0,137,0.726
58.800000000000004,218,145,0,137,0.726
58.85,218,145,0,137,0.726
58.900000000000006,217,145,0,138,0.724
58.95,217,145,0,138,0.724
59.0,217,145,0,138,0.724
59.050000000000004,217,145,0,138,0.724
59.1,217,145,0,138,0.724
59.150000000000006,217,145,0,138,0.724
59.2,217,145,0,138,0.724
59.25,217,145,0,138,0.724
59.300000000000004,217,145,0,138,0.724
59.35,217,145,0,138,0.724
59.400000000000006,217,145,0,138,0.724
59.45,217,145,0,138,0.724
59.5,217,145,0,138,0.724
59.550000000000004,217,145,0,138,0.724
59.6,217,145,0,138,0.724
59.650000000000006,217,145,0,138,0.724
59.7,216,145,0,139,0.722
59.75,216,145,0,139,0.722
59.800000000000004,216,145,0,139,0.722
59.85,216,145,0,139,0.722
59.900000000000006,216,145,0,139,0.722
59.95,216,145,0,139,0.722
60.0,215,145,0,140,0.72
60.050000000000004,215,145,0,140,0.72
60.1,215,145,0,140,0.72
60.150000000000006,214,145,0,141,0.718
60.2,214,145,0,141,0.718
60.25,214,145,0,141,0.718
60.300000000000004,214,145,0,141,0.718
60.35,214,145,0,141,0.718
60.400000000000006,214,145,0,141,0.718
60.45,214,145,0,141,0.718
60.5,214,145,0,141,0.718
60.550000000000004,214,145,0,141,0.718
60.6,214,145,0,141,0.718
60.650000000000006,214,145,0,141,0.718
60.7,214,145,0,141,0.718
60.75,214,145,0,141,0.718
60.800000000000004,214,145,0,141,0.718
60.85,214,145,0,141,0.718
60.900000000000006,214,145,0,141,0.718
60.95,214,145,0,141,0.718
61.0,214,145,0,141,0.718
61.050000000000004,214,145,0,141,0.718
61.1,214,145,0,141,0.718
61.150000000000006,214,145,0,141,0.718
61.2,214,145,0,141,0.718
61.25,214,145,0,141,0.718
61.300000000000004,214,145,0,141,0.718
61.35,214,145,0,141,0.718
61.400000000000006,214,145,0,141,0.718
61.45,214,145,0,141,0.718
61.5,214,145,0,141,0.718
61.550000000000004,214,145,0,141,0.718
61.6,214,145,0,141,0.718
61.650000000000006,214,145,0,141,0.718
61.7,214,145,0,141,0.718
61.75,214,145,0,141,0.718
61.800000000000004,214,145,0,141,0.718
61.85,214,145,0,141,0.718
61.900000000000006,213,145,0,142,0.716
61.95,212,145,0,143,0.714
62.0,211,145,0,144,0.712
62.050000000000004,211,145,0,144,0.712
62.1,210,145,0,145,0.71
62.150000000000006,210,145,0,145,0.71
62.2,210,145,0,145,0.71
62.25,210,145,0,145,0.71
62.300000000000004,210,145,0,145,0.71
62.35,210,145,0,145,0.71
62.400000000000006,210,145,0,145,0.71
62.45,210,145,0,145,0.71
62.5,210,145,0,145,0.71
62.550000000000004,210,145,0,145,0.71
62.6,210,145,0,145,0.71
62.650000000000006,210,145,0,145,0.71
62.7,210,145,0,145,0.71
62.75,210,145,0,145,0.71
62.800000000000004,209,145,0,146,0.708
62.85,209,145,0,146,0.708
62.900000000000006,208,145,0,147,0.706
62.95,208,145,0,147,0.706
63.0,208,145,0,147,0.706
63.050000000000004,208,145,0,147,0.706
63.1,208,145,0,147,0.706
63.150000000000006,208,145,0,147,0.706
63.2,208,145,0,147,0.706
63.25,208,145,0,147,0.706
63.300000000000004,208,145,0,147,0.706
63.35,208,145,0,147,0.706
63.400000000000006,208,145,0,147,0.706
63.45,208,145,0,147,0.706
63.5,208,145,0,147,0.706
63.550000000000004,208,145,0,147,0.706
63.6,208,145,0,147,0.706
63.650000000000006,208,145,0,147,0.706
63.7,208,145,0,147,0.706
63.75,208,145,0,147,0.706
63.800000000000004,208,145,0,147,0.706
63.85,208,145,0,147,0.706
63.900000000000006,208,145,0,147,0.706
63.95,208,145,0,147,0.706
64.0,208,145,0,147,0.706
64.05,208,145,0,147,0.706
64.10000000000001,208,145,0,147,0.706
64.15,208,145,0,147,0.706
64.2,208,145,0,147,0.706
64.25,208,145,0,147,0.706
64.3,208,145,0,147,0.706
64.35000000000001,208,145,0,147,0.706
64.4,208,145,0,147,0.706
64.45,208,145,0,147,0.706
64.5,208,145,0,147,0.706
64.55,208,145,0,147,0.706
64.60000000000001,208,145,0,147,0.706
64.65,208,145,0,147,0.706
64.7,208,145,0,147,0.706
64.75,208,145,0,147,0.706
64.8,208,145,0,147,0.706
64.85000000000001,208,145,0,147,0.706
64.9,208,145,0,147,0.706
64.95,208,145,0,147,0.706
65.0,208,145,0,147,0.706
65.05,208,145,0,147,0.706
65.10000000000001,208,145,0,147,0.706
65.15,208,145,0,147,0.706
65.2,208,145,0,147,0.706
65.25,208,145,0,147,0.706
65.3,208,145,0,147,0.706
65.35000000000001,208,145,0,147,0.706
65.4,208,145,0,147,0.706
65.45,208,145,0,147,0.706
65.5,208,145,0,147,0.706
65.55,208,145,0,147,0.706
65.60000000000001,207,145,0,148,0.704
65.65,207,145,0,148,0.704
65.7,207,145,0,148,0.704
65.75,207,145,0,148,0.704
65.8,207,145,0,148,0.704
65.85000000000001,207,145,0,148,0.704
65.9,207,145,0,148,0.704
65.95,207,145,0,148,0.704
66.0,207,145,0,148,0.704
66.05,207,145,0,148,0.704
66.10000000000001,207,145,0,148,0.704
66.15,207,145,0,148,0.704
66.2,207,145,0,148,0.704
66.25,207,145,0,148,0.704
66.3,207,145,0,148,0.704
66.35000000000001,207,145,0,148,0.704
66.4,206,145,0,149,0.702
66.45,206,145,0,149,0.702
66.5,206,145,0,149,0.702
66.55,206,145,0,149,0.702
66.60000000000001,206,145,0,149,0.702
66.65,206,145,0,149,0.702
66.7,206,145,0,149,0.702
66.75,206,145,0,149,0.702
66.8,206,145,0,149,0.702
66.85000000000001,206,145,0,149,0.702
66.9,206,145,0,149,0.702
66.95,206,145,0,149,0.702
67.0,206,145,0,149,0.702
67.05,206,145,0,149,0.702
67.10000000000001,206,145,0,149,0.702
67.15,206,145,0,149,0.702
67.2,206,145,0,149,0.702
67.25,206,145,0,149,0.702
67.3,206,145,0,149,0.702
67.35000000000001,206,145,0,149,0.702
67.4,206,145,0,149,0.702
67.45,206,145,0,149,0.702
67.5,206,145,0,149,0.702
67.55,206,145,0,149,0.702
67.60000000000001,205,145,0,150,0.7
67.65,205,145,0,150,0.7
67.7,205,145,0,150,0.7
67.75,205,145,0,150,0.7
67.8,205,145,0,150,0.7
67.85000000000001,205,145,0,150,0.7
67.9,205,145,0,150,0.7
67.95,205,145,0,150,0.7
68.0,205,145,0,150,0.7
68.05,205,145,0,150,0.7
68.10000000000001,204,145,0,151,0.698
68.15,204,145,0,151,0.698
68.2,203,145,0,152,0.696
68.25,203,145,0,152,0.696
68.3,203,145,0,152,0.696
68.35000000000001,203,145,0,152,0.696
68.4,203,145,0,152,0.696
68.45,203,145,0,152,0.696
68.5,203,145,0,152,0.696
68.55,202,145,0,153,0.694
68.60000000000001,202,145,0,153,0.694
68.65,202,145,0,153,0.694
68.7,202,145,0,153,0.694
68.75,202,145,0,153,0.694
68.8,202,145,0,153,0.694
68.85000000000001,202,145,0,153,0.694
68.9,202,145,0,153,0.694
68.95,202,145,0,153,0.694
69.0,202,145,0,153,0.694
69.05,202,145,0,153,0.694
69.10000000000001,202,145,0,153,0.694
69.15,202,145,0,153,0.694
69.2,202,145,0,153,0.694
69.25,202,145,0,153,0.694
69.3,202,145,0,153,0.694
69.35000000000001,202,145,0,153,0.694
69.4,202,145,0,153,0.694
69.45,202,145,0,153,0.694
69.5,202,145,0,153,0.694
69.55,202,145,0,153,0.694
69.60000000000001,202,145,0,153,0.694
69.65,202,145,0,153,0.694
69.7,202,145,0,153,0.694
69.75,202,145,0,153,0.694
69.8,202,145,0,153,0.694
69.85000000000001,202,145,0,153,0.694
69.9,202,145,0,153,0.694
69.95,202,145,0,153,0.694
70.0,202,145,0,153,0.694
70.05,202,145,0,153,0.694
70.10000000000001,202,145,0,153,0.694
70.15,202,145,0,153,0.694
70.2,202,145,0,153,0.694
70.25,202,145,0,153,0.694
70.3,201,145,0,154,0.692
70.35000000000001,201,145,0,154,0.692
70.4,201,145,0,154,0.692
70.45,201,145,0,154,0.692
70.5,201,145,0,154,0.692
70.55,201,145,0,154,0.692
70.60000000000001,201,145,0,154,0.692
70.65,201,145,0,154,0.692
70.7,201,145,0,154,0.692
70.75,200,145,0,155,0.69
70.8,200,145,0,155,0.69
70.85000000000001,200,145,0,155,0.69
70.9,200,145,0,155,0.69
70.95,200,145,0,155,0.69
71.0,200,145,0,155,0.69
71.05,200,145,0,155,0.69
71.10000000000001,200,145,0,155,0.69
71.15,200,145,0,155,0.69
71.2,200,145,0,155,0.69
71.25,200,145,0,155,0.69
71.3,200,145,0,155,0.69
71.35000000000001,200,145,0,155,0.69
71.4,200,145,0,155,0.69
71.45,200,145,0,155,0.69
71.5,200,145,0,155,0.69
71.55,200,145,0,155,0.69
71.60000000000001,200,145,0,155,0.69
71.65,200,145,0,155,0.69
71.7,200,145,0,155,0.69
71.75,200,145,0,155,0.69
71.8,200,145,0,155,0.69
71.85000000000001,200,145,0,155,0.69
71.9,200,145,0,155,0.69
71.95,200,145,0,155,0.69
72.0,200,145,0,155,0.69
72.05,200,145,0,155,0.69
72.10000000000001,200,145,0,155,0.69
72.15,200,145,0,155,0.69
72.2,200,145,0,155,0.69
72.25,200,145,0,155,0.69
72.3,200,145,0,155,0.69
72.35000000000001,200,145,0,155,0.69
72.4,200,145,0,155,0.69
72.45,200,145,0,155,0.69
72.5,200,145,0,155,0.69
72.55,199,145,0,156,0.688
72.60000000000001,199,145,0,156,0.688
72.65,198,145,0,157,0.686
72.7,198,145,0,157,0.686
72.75,198,145,0,157,0.686
72.8,198,145,0,157,0.686
72.85000000000001,198,145,0,157,0.686
72.9,198,145,0,157,0.686
72.95,198,145,0,157,0.686
73.0,198,145,0,157,0.686
73.05,198,145,0,157,0.686
73.10000000000001,198,145,0,157,0.686
73.15,198,145,0,157,0.686
73.2,198,145,0,157,0.686
73.25,198,145,0,157,0.686
73.3,197,145,0,158,0.684
73.35000000000001,197,145,0,158,0.684
73.4,197,145,0,158,0.684
73.45,197,145,0,158,0.684
73.5,197,145,0,158,0.684
73.55,196,145,0,159,0.682
73.60000000000001,196,145,0,159,0.682
73.65,196,145,0,159,0.682
73.7,196,145,0,159,0.682
73.75,196,145,0,159,0.682
73.8,195,145,0,160,0.68
73.85000000000001,195,145,0,160,0.68
73.9,195,145,0,160,0.68
73.95,195,145,0,160,0.68
74.0,195,145,0,160,0.68
74.05,195,145,0,160,0.68
74.10000000000001,195,145,0,160,0.68
74.15,195,145,0,160,0.68
74.2,195,145,0,160,0.68
74.25,195,145,0,160,0.68
74.3,195,145,0,160,0.68
74.35000000000001,195,145,0,160,0.68
74.4,195,145,0,160,0.68
74.45,195,145,0,160,0.68
74.5,195,145,0,160,0.68
74.55,195,145,0,160,0.68
74.60000000000001,194,145,0,161,0.678
74.65,194,145,0,161,0.678
74.7,194,145,0,161,0.678
74.75,194,145,0,161,0.678
74.8,194,145,0,161,0.678
74.85000000000001,194,145,0,161,0.678
74.9,193,145,0,162,0.676
74.95,193,145,0,162,0.676
75.0,192,145,0,163,0.674
75.05,192,145,0,163,0.674
75.10000000000001,192,145,0,163,0.674
75.15,192,145,0,163,0.674
75.2,191,145,0,164,0.672
75.25,191,145,0,164,0.672
75.3,191,145,0,164,0.672
75.35000000000001,191,145,0,164,0.672
75.4,191,145,0,164,0.672
75.45,191,145,0,164,0.672
75.5,191,145,0,164,0.672
75.55,191,145,0,164,0.672
75.60000000000001,191,145,0,164,0.672
75.65,191,145,0,164,0.672
75.7,191,145,0,164,0.672
75.75,191,145,0,164,0.672
75.8,191,145,0,164,0.672
75.85000000000001,191,145,0,164,0.672
75.9,191,145,0,164,0.672
75.95,190,145,0,165,0.67
76.0,190,145,0,165,0.67
76.05,189,145,0,166,0.668
76.10000000000001,189,145,0,166,0.668
76.15,189,145,0,166,0.668
76.2,189,145,0,166,0.668
76.25,189,145,0,166,0.668
76.3,189,145,0,166,0.668
76.35000000000001,189,145,0,166,0.668
76.4,189,145,0,166,0.668
76.45,189,145,0,166,0.668
76.5,189,145,0,166,0.668
76.55,189,145,0,166,0.668
76.60000000000001,189,145,0,166,0.668
76.65,189,145,0,166,0.668
76.7,189,145,0,166,0.668
76.75,189,145,0,166,0.668
76.80000000000001,189,145,0,166,0.668
76.85000000000001,189,145,0,166,0.668
76.9,189,145,0,166,0.668
76.95,189,145,0,166,0.668
77.0,188,145,0,167,0.666
77.05000000000001,188,145,0,167,0.666
77.10000000000001,188,145,0,167,0.666
77.15,188,145,0,167,0.666
77.2,188,145,0,167,0.666
77.25,188,145,0,167,0.666
77.30000000000001,188,145,0,167,0.666
77.35000000000001,188,145,0,167,0.666
77.4,188,145,0,167,0.666
77.45,188,145,0,167,0.666
77.5,188,145,0,167,0.666
77.55000000000001,188,145,0,167,0.666
77.60000000000001,188,145,0,167,0.666
77.65,188,145,0,167,0.666
77.7,188,145,0,167,0.666
77.75,188,145,0,167,0.666
77.80000000000001,188,145,0,167,0.666
77.85000000000001,188,145,0,167,0.666
77.9,188,145,0,167,0.666
77.95,188,145,0,167,0.666
78.0,188,145,0,167,0.666
78.05000000000001,188,145,0,167,0.666
78.10000000000001,188,145,0,167,0.666
78.15,188,145,0,167,0.666
78.2,188,145,0,167,0.666
78.25,188,145,0,167,0.666
78.30000000000001,188,145,0,167,0.666
78.35000000000001,188,145,0,167,0.666
78.4,188,145,0,167,0.666
78.45,188,145,0,167,0.666
78.5,188,145,0,167,0.666
78.55000000000001,188,145,0,167,0.666
78.60000000000001,188,145,0,167,0.666
78.65,188,145,0,167,0.666
78.7,188,145,0,167,0.666
78.75,188,145,0,167,0.666
78.80000000000001,188,145,0,167,0.666
78.85000000000001,188,145,0,167,0.666
78.9,188,145,0,167,0.666
78.95,188,145,0,167,0.666
79.0,188,145,0,167,0.666
79.05000000000001,188,145,0,167,0.666
79.10000000000001,188,145,0,167,0.666
79.15,188,145,0,167,0.666
79.2,188,145,0,167,0.666
79.25,188,145,0,167,0.666
79.30000000000001,188,145,0,167,0.666
79.35000000000001,188,145,0,167,0.666
79.4,188,145,0,167,0.666
79.45,188,145,0,167,0.666
79.5,188,145,0,167,0.666
79.55000000000001,188,145,0,167,0.666
79.60000000000001,188,145,0,167,0.666
79.65,188,145,0,167,0.666
79.7,188,145,0,167,0.666
79.75,188,145,0,167,0.666
79.80000000000001,188,145,0,167,0.666
79.85000000000001,188,145,0,167,0.666
79.9,188,145,0,167,0.666
79.95,188,145,0,167,0.666
